date,state,county,city,college,cases,stateRestrictionsMasksRequired,cumulativeCases,openStatus,closingStatus,latitude,longitude
2020-11-05,Texas,Brazos,College Station,Texas A&M University,2037,yes,934994,Completely Open,Post Finals,30.622373,-96.32585
2020-11-05,Texas,Bell,Kileen,Texas A&M University-Central Texas,12,yes,934994,,,,
2020-11-05,Texas,Hunt,Commerce,Texas A&M University-Commerce,241,yes,934994,,,,
2020-11-05,Texas,Nueces,Corpus Christi,Texas A&M University-Corpus Christi,129,yes,934994,,,,
2020-11-05,Texas,Kleberg,Kingsville,Texas A&M University-Kingsville,122,yes,934994,,,,
2020-11-05,Texas,Bexar,San Antonio,Texas A&M University-San Antonio,71,yes,934994,,,,
2020-11-05,Texas,Bowie,Texarkana,Texas A&M University-Texarkana,38,yes,934994,,,,
2020-11-05,Texas,Tarrant,Fort Worth,Texas Christian University,1292,yes,934994,Completely Open,Thanksgiving,32.739977,-97.340038
2020-11-05,Texas,Smith,Tyler,Texas College,1,yes,934994,,,,
2020-11-05,Texas,Guadalupe,Seguin,Texas Lutheran University,23,yes,934994,,,,
2020-11-05,Texas,Harris,Houston,Texas Southern University,41,yes,934994,,,,
2020-11-05,Texas,Hays,San Marcos,Texas State University,797,yes,934994,,,,
2020-11-05,Texas,Lubbock,Lubbock,Texas Tech University,2259,yes,934994,,,,
2020-11-05,Texas,Lubbock,Lubbock,Texas Tech University Health Sciences Center,428,yes,934994,,,,
2020-11-05,Texas,El Paso,El Paso,Texas Tech University Health Sciences Center El Paso,128,yes,934994,,,,
2020-11-05,Texas,Tarrant,Fort Worth,Texas Wesleyan University,64,yes,934994,,,,
2020-11-05,Texas,Denton,Denton,Texas Woman’s University,60,yes,934994,,,,
2020-11-05,Texas,Bexar,San Antonia,Trinity University,20,yes,934994,,,,
2020-11-05,Texas,Smith,Tyler,Tyler Junior College,132,yes,934994,,,,
2020-11-05,Texas,Dallas,Irving,University of Dallas,26,yes,934994,,,,
2020-11-05,Texas,Harris,Houston,University of Houston,341,yes,934994,,,,
2020-11-05,Texas,Harris,Houston,University of Houston-Clear Lake,55,yes,934994,,,,
2020-11-05,Texas,Harris,Houston,University of Houston-Downtown,21,yes,934994,,,,
2020-11-05,Texas,Victoria,Victoria,University of Houston-Victoria,32,yes,934994,,,,
2020-11-05,Texas,Bell,Belton,University of Mary Hardin at Baylor,149,yes,934994,,,,
2020-11-05,Texas,Denton,Denton,University of North Texas,474,yes,934994,,,,
2020-11-05,Texas,Tarrant,Fort Worth,University of North Texas Health Science Center,55,yes,934994,,,,
2020-11-05,Texas,Dallas,Dallas,University of North Texas at Dallas,20,yes,934994,,,,
2020-11-05,Texas,Harris,Houston,University of St. Thomas,2,yes,934994,,,,
2020-11-05,Texas,Harris,Houston,University of Texas Health Science Center at Houston,301,yes,934994,,,,
2020-11-05,Texas,Bexar,San Antonio,University of Texas Health Science Center at San Antonio,251,yes,934994,,,,
2020-11-05,Texas,Smith,Tyler,University of Texas Health Science Center at Tyler,46,yes,934994,,,,
2020-11-05,Texas,Harris,Houston,University of Texas MD Anderson Cancer Center,11,yes,934994,,,,
2020-11-05,Texas,Galveston,Galveston,University of Texas Medical Branch at Galveston,52,yes,934994,,,,
2020-11-05,Texas,Ector,Odessa,University of Texas Permian Basin,32,yes,934994,,,,
2020-11-05,Texas,Hidalgo,Edinburg,University of Texas Rio Grande Valley,180,yes,934994,,,,
2020-11-05,Texas,Dallas,Dallas,University of Texas Southwestern Medical Center,392,yes,934994,,,,
2020-11-05,Texas,Tarrant,Arlington,University of Texas at Arlington,184,yes,934994,,,,
2020-11-05,Texas,Travis,Austin,University of Texas at Austin,1581,yes,934994,Completely Open,Fully Remote,30.264979,-97.746598
2020-11-05,Texas,Dallas,Dallas,University of Texas at Dallas,80,yes,934994,,,,
2020-11-05,Texas,El Paso,El Paso,University of Texas at El Paso,835,yes,934994,,,,
2020-11-05,Texas,Bexar,San Antonio,University of Texas at San Antonio,41,yes,934994,,,,
2020-11-05,Texas,Smith,Tyler,University of Texas at Tyler,170,yes,934994,,,,
2020-11-05,Texas,Bexar,San Antonio,University of the Incarnate Word,55,yes,934994,,,,
2020-11-05,Texas,Hale,Plainview,Wayland Baptist University,179,yes,934994,,,,
2020-11-05,Texas,Randall,Canyon,West Texas A&M University,408,yes,934994,,,,
2020-11-05,Utah,Utah,Provo,Brigham Young University,2472,yes,124292,Completely Open,Thanksgiving,40.233677,-111.663926
2020-11-05,Utah,Washington,St. George,Dixie State University,237,yes,124292,,,,
2020-11-05,Utah,Salt Lake,Salt Lake City,Salt Lake Community College,267,yes,124292,,,,
2020-11-05,Utah,Sanpete,Ephraim,Snow College,16,yes,124292,,,,
2020-11-05,Utah,Iron,Cedar City,Southern Utah University,74,yes,124292,,,,
2020-11-05,Utah,Salt Lake,Salt Lake City,University of Utah,1322,yes,124292,,,,
2020-11-05,Utah,Cache,Logan,Utah State University,1042,yes,124292,,,,
2020-11-05,Utah,Utah,Orem,Utah Valley University,551,yes,124292,,,,
2020-11-05,Utah,Weber,Ogden,Weber State University,207,yes,124292,,,,
2020-11-05,Utah,Salt Lake,Salt Lake City,Westminster College,51,yes,124292,,,,
2020-11-05,Vermont,Bennington,Bennington,Bennington College,3,yes,2303,,,,
2020-11-05,Vermont,Rutland,Castleton,Castleton University,2,yes,2303,,,,
2020-11-05,Vermont,Chittenden,Burlington,Champlain College,5,yes,2303,,,,
2020-11-05,Vermont,Windham,Putney,Landmark College,3,yes,2303,,,,
2020-11-05,Vermont,Addison,Middlebury,Middlebury College,4,yes,2303,,,,
2020-11-05,Vermont,Lamoille,Johnson,Northern Vermont University-Johnson,0,yes,2303,,,,
2020-11-05,Vermont,Caledonia,Lyndonville,Northern Vermont University-Lyndon,1,yes,2303,,,,
2020-11-05,Vermont,Washington,Northfield,Norwich University,7,yes,2303,,,,
2020-11-05,Vermont,Chittenden,Colchester,Saint Michael's College,44,yes,2303,,,,
2020-11-05,Vermont,Chittenden,Burlington,University of Vermont,19,yes,2303,,,,
2020-11-05,Vermont,Orange,Randolph,Vermont Technical College,3,yes,2303,,,,
2020-11-05,Virginia,Danville,Danville,Averett University,54,yes,187202,,,,
2020-11-05,Virginia,Tazewell,Bluefield,Bluefield College,82,yes,187202,,,,
2020-11-05,Virginia,Rockingham,Bridgewater,Bridgewater College,42,yes,187202,,,,
2020-11-05,Virginia,Newport News,Newport News,Christopher Newport University,146,yes,187202,,,,
2020-11-05,Virginia,Danville,Danville,Danville Community College,8,yes,187202,,,,
2020-11-05,Virginia,Charlotte,Harrisonburg,Eastern Mennonite University,21,yes,187202,,,,
2020-11-05,Virginia,Norfolk,Norfolk,Eastern Virginia Medical School,51,yes,187202,,,,
2020-11-05,Virginia,Washington,Emory,Emory & Henry College,59,yes,187202,,,,
2020-11-05,Virginia,Franklin,Ferrum,Ferrum College,46,yes,187202,,,,
2020-11-05,Virginia,Fairfax,Fairfax,George Mason University,127,yes,187202,,,,
2020-11-05,Virginia,Prince Edward,Hampden-Sydney,Hampden-Sydney College,97,yes,187202,,,,
2020-11-05,Virginia,Hampton,Hampton,Hampton University,9,yes,187202,,,,
2020-11-05,Virginia,Roanoke,Roanoke,Hollins University,7,yes,187202,,,,
2020-11-05,Virginia,Rockingham,Harrisonburg,James Madison University,1621,yes,187202,,,,
2020-11-05,Virginia,Campbell,Lynchburg,Liberty University,658,yes,187202,,,,
2020-11-05,Virginia,Prince Edward,Farmville,Longwood University,110,yes,187202,,,,
2020-11-05,Virginia,Staunton,Staunton,Mary Baldwin University,8,yes,187202,,,,
2020-11-05,Virginia,Arlington,Arlington,Marymount University,50,yes,187202,,,,
2020-11-05,Virginia,Norfolk,Norfolk,Norfolk State University,22,yes,187202,,,,
2020-11-05,Virginia,Norfolk,Norfolk,Old Dominion University,153,yes,187202,,,,
2020-11-05,Virginia,Radford,Radford,Radford University,524,yes,187202,,,,
2020-11-05,Virginia,Campbell,Lynchburg,Randolph College,1,yes,187202,,,,
2020-11-05,Virginia,Hanover,Ashland,Randolph-Macon College,37,yes,187202,,,,
2020-11-05,Virginia,Roanoke,Salem,Roanoke College,74,yes,187202,,,,
2020-11-05,Virginia,Frederick,Winchester,Shenandoah University,94,yes,187202,,,,
2020-11-05,Virginia,Buena Vista,Buena Vista,Southern Virginia University,5,yes,187202,,,,
2020-11-05,Virginia,Amherst,Sweet Briar,Sweet Briar College,10,yes,187202,,,,
2020-11-05,Virginia,Lynchburg,Lynchburg,University of Lynchburg,463,yes,187202,,,,
2020-11-05,Virginia,Fredericksburg,Fredericksburg,University of Mary Washington,25,yes,187202,,,,
2020-11-05,Virginia,Henrico,Richmond,University of Richmond,35,yes,187202,,,,
2020-11-05,Virginia,Charlottesville,Charlottesville,University of Virginia,1119,yes,187202,Completely Open,Thanksgiving,38.031046,-78.474159
2020-11-05,Virginia,Wise,Wise,University of Virginia's College at Wise,20,yes,187202,,,,
2020-11-05,Virginia,Richmond,Richmond,Virginia Commonwealth University,384,yes,187202,,,,
2020-11-05,Virginia,Washington,Abingdon,Virginia Highlands Community College,4,yes,187202,,,,
2020-11-05,Virginia,Lexington,Lexington,Virginia Military Institute,113,yes,187202,,,,
2020-11-05,Virginia,Petersburg,Petersburg,Virginia State University,4,yes,187202,,,,
2020-11-05,Virginia,Montgomery,Blacksburg,Virginia Tech,1347,yes,187202,Completely Open,Thanksgiving,37.225855,-80.410073
2020-11-05,Virginia,Richmond,Richmond,Virginia Union University,6,yes,187202,,,,
2020-11-05,Virginia,Virginia Beach,Virginia Beach,Virginia Wesleyan University,21,yes,187202,,,,
2020-11-05,Virginia,Rockbridge,Lexington,Washington and Lee University,125,yes,187202,,,,
2020-11-05,Virginia,Williamsburg City,Williamsburg,William & Mary,48,yes,187202,Completely Open,Thanksgiving,37.275563,-76.709017
2020-11-05,"Washington, D.C.","Washington, D.C.",Washington,American University ,30,yes,17682,Completely Open,Thanksgiving,38.892062,-77.019912
2020-11-05,"Washington, D.C.","Washington, D.C.",Washington,Catholic University of America,214,yes,17682,,,,
2020-11-05,"Washington, D.C.","Washington, D.C.",Washington,Gallaudet University,1,yes,17682,,,,
2020-11-05,"Washington, D.C.","Washington, D.C.",Washington,George Washington University,67,yes,17682,Completely Closed,Fully Remote,38.892062,-77.019912
2020-11-05,"Washington, D.C.","Washington, D.C.",Washington,Georgetown University,193,yes,17682,Completely Open,Post Finals,38.892062,-77.019912
2020-11-05,"Washington, D.C.","Washington, D.C.",Washington,Howard University,21,yes,17682,Completely Closed,Fully Remote,38.892062,-77.019912
2020-11-05,"Washington, D.C.","Washington, D.C.",Washington,Trinity Washington University,0,yes,17682,,,,
2020-11-05,"Washington, D.C.","Washington, D.C.",Washington,University of the District of Columbia,3,yes,17682,,,,
2020-11-05,Washington,King,Bellevue,Bellevue College,0,yes,111480,,,,
2020-11-05,Washington,Whatcom,Bellingham,Bellingham Technical College,0,yes,111480,,,,
2020-11-05,Washington,Snohomish,Bothell,Cascadia College,0,yes,111480,,,,
2020-11-05,Washington,Kittitas,Ellensburg,Central Washington University,173,yes,111480,,,,
2020-11-05,Washington,Lewis,Centralia,Centralia College,7,yes,111480,,,,
2020-11-05,Washington,Clark,Vancouver,Clark College,1,yes,111480,,,,
2020-11-05,Washington,Pierce,Lakewood,Clover Park Technical College,7,yes,111480,,,,
2020-11-05,Washington,Franklin,Pasco,Columbia Basin College,7,yes,111480,,,,
2020-11-05,Washington,Spokane,Cheney,Eastern Washington University,184,yes,111480,,,,
2020-11-05,Washington,Snohomish,Lynnwood,Edmonds College,10,yes,111480,,,,
2020-11-05,Washington,Snohomish,Everett,Everett Community College,9,yes,111480,,,,
2020-11-05,Washington,Thurston,Olympia,Evergreen State College,0,yes,111480,,,,
2020-11-05,Washington,Spokane,Spokane,Gonzaga University,115,yes,111480,Completely Open,Thanksgiving,47.658999,-117.425022
2020-11-05,Washington,Grays Harbor,Aberdeen,Grays Harbor College,0,yes,111480,,,,
2020-11-05,Washington,King,Auburn,Green River College,3,yes,111480,,,,
2020-11-05,Washington,King,Des Moines,Highline College,2,yes,111480,,,,
2020-11-05,Washington,King,Kirkland,Lake Washington Institute of Technology,5,yes,111480,,,,
2020-11-05,Washington,Cowlitz,Longview,Lower Columbia College,1,yes,111480,,,,
2020-11-05,Washington,King,Seattle,North Seattle College,2,yes,111480,,,,
2020-11-05,Washington,Whatcom,Bellingham,Northwest Indian College,2,yes,111480,,,,
2020-11-05,Washington,Kitsap,Bremerton,Olympic College,1,yes,111480,,,,
2020-11-05,Washington,Pierce,Tacoma,Pacific Lutheran University,13,yes,111480,,,,
2020-11-05,Washington,Clallam,Port Angeles,Peninsula College,0,yes,111480,,,,
2020-11-05,Washington,Pierce,Lakewood,Pierce College Fort Steilacoom,2,yes,111480,,,,
2020-11-05,Washington,King,Renton,Renton Technical College,3,yes,111480,,,,
2020-11-05,Washington,Thurston,Lacey,Saint Martin's University,1,yes,111480,,,,
2020-11-05,Washington,King,Seattle,Seattle Central College,3,yes,111480,,,,
2020-11-05,Washington,King,Seattle,Seattle Pacific University,7,yes,111480,,,,
2020-11-05,Washington,King,Seattle,Seattle University,31,yes,111480,,,,
2020-11-05,Washington,Skagit,Mount Vernon,Skagit Valley College,1,yes,111480,,,,
2020-11-05,Washington,King,Seattle,South Seattle College,2,yes,111480,,,,
2020-11-05,Washington,Spokane,Spokane,Spokane Community College,22,yes,111480,,,,
2020-11-05,Washington,Spokane,Spokane,Spokane Falls Community College,9,yes,111480,,,,
2020-11-05,Washington,Pierce,Tacoma,Tacoma Community College,10,yes,111480,,,,
2020-11-05,Washington,Pierce,Tacoma,University of Puget Sound,21,yes,111480,,,,
2020-11-05,Washington,King,Seattle,University of Washington,726,yes,111480,Completely Open,Post Finals,47.603229,-122.33028
2020-11-05,Washington,King,Bothell,University of Washington Bothell,9,yes,111480,,,,
2020-11-05,Washington,Pierce,Tacoma,University of Washington Tacoma,17,yes,111480,,,,
2020-11-05,Washington,Walla Walla,Walla Walla,Walla Walla Community College,2,yes,111480,,,,
2020-11-05,Washington,Whitman,Pullman,Washington State University,1399,yes,111480,,,,
2020-11-05,Washington,Chelan,Wenatchee,Wenatchee Valley College,2,yes,111480,,,,
2020-11-05,Washington,Whatcom,Bellingham,Western Washington University,7,yes,111480,,,,
2020-11-05,Washington,Whatcom,Bellingham,Whatcom Community College,7,yes,111480,,,,
2020-11-05,Washington,Walla Walla,Walla Walla,Whitman College,2,yes,111480,,,,
2020-11-05,Washington,Spokane,Spokane,Whitworth University,56,yes,111480,,,,
2020-11-05,Washington,Yakima,Yakima,Yakima Valley College,15,yes,111480,,,,
2020-11-05,West Virginia,Barbour,Philippi,Alderson Broaddus University,48,yes,26547,,,,
2020-11-05,West Virginia,Brooke,Bethany,Bethany College,5,yes,26547,,,,
2020-11-05,West Virginia,Mercer,Bluefield,Bluefield State College,14,yes,26547,,,,
2020-11-05,West Virginia,Mercer,Athens,Concord University,51,yes,26547,,,,
2020-11-05,West Virginia,Randolph,Elkins,Davis & Elkins College,7,yes,26547,,,,
2020-11-05,West Virginia,Marion,Fairmont,Fairmont State University,43,yes,26547,,,,
2020-11-05,West Virginia,Gilmer,Glenville,Glenville State College,31,yes,26547,,,,
2020-11-05,West Virginia,Cabell,Huntington,Marshall University,162,yes,26547,,,,
2020-11-05,West Virginia,Wood,Vienna,Ohio Valley University,,yes,26547,,,,
2020-11-05,West Virginia,Mineral,Keyser,Potomac State College of West Virginia University,2,yes,26547,,,,
2020-11-05,West Virginia,Harrison,Salem,Salem University,6,yes,26547,,,,
2020-11-05,West Virginia,Jefferson,Shepherdstown,Shepherd University,33,yes,26547,,,,
2020-11-05,West Virginia,Kanawha,Charleston,University of Charleston,39,yes,26547,,,,
2020-11-05,West Virginia,Ohio,West Liberty,West Liberty University,40,yes,26547,,,,
2020-11-05,West Virginia,Greenbrier,Lewisburg,West Virginia School of Osteopathic Medicine,0,yes,26547,,,,
2020-11-05,West Virginia,Kanawha,Institute,West Virginia State University,45,yes,26547,,,,
2020-11-05,West Virginia,Monongalia,Morgantown,West Virginia University,705,yes,26547,,,,
2020-11-05,West Virginia,Fayette,Montgomery,West Virginia University Institute of Technology,3,yes,26547,,,,
2020-11-05,West Virginia,Wood,Parkersburg,West Virginia University at Parkersburg,9,yes,26547,,,,
2020-11-05,West Virginia,Upshur,Buckhannon,West Virginia Wesleyan College,1,yes,26547,,,,
2020-11-05,West Virginia,Ohio,Wheeling,Wheeling University,3,yes,26547,,,,
2020-11-05,Wisconsin,Milwaukee,Milwaukee,Alverno College,42,yes,263571,,,,
2020-11-05,Wisconsin,Rock,Beloit,Beloit College,27,yes,263571,,,,
2020-11-05,Wisconsin,Waukesha,Waukesha,Carroll University,117,yes,263571,,,,
2020-11-05,Wisconsin,Kenosha,Kenosha,Carthage College,79,yes,263571,,,,
2020-11-05,Wisconsin,Ozaukee,Mequon,Concordia University Wisconsin,25,yes,263571,,,,
2020-11-05,Wisconsin,Dane,Madison,Edgewood College,87,yes,263571,,,,
2020-11-05,Wisconsin,Sheboygan,Plymouth,Lakeland University,37,yes,263571,,,,
2020-11-05,Wisconsin,Outagamie,Appleton,Lawrence University,45,yes,263571,,,,
2020-11-05,Wisconsin,Dane,Madison,Madison Area Technical College,0,yes,263571,,,,
2020-11-05,Wisconsin,Jefferson,Watertown,Maranatha Baptist University,2,yes,263571,,,,
2020-11-05,Wisconsin,Fond Du Lac,Fond Du Lac,Marian University,89,yes,263571,,,,
2020-11-05,Wisconsin,Milwaukee,Milwaukee,Marquette University,605,yes,263571,Completely Open,Thanksgiving,43.041072,-87.909421
2020-11-05,Wisconsin,Milwaukee,Milwaukee,Milwaukee School of Engineering,71,yes,263571,,,,
2020-11-05,Wisconsin,Milwaukee,Milwaukee,Mount Mary University,22,yes,263571,,,,
2020-11-05,Wisconsin,Ashland,Ashland,Northland College,5,yes,263571,,,,
2020-11-05,Wisconsin,Fond Du Lac,Ripon,Ripon College,24,yes,263571,,,,
2020-11-05,Wisconsin,Brown,De Pere,Saint Norbert College,188,yes,263571,,,,
2020-11-05,Wisconsin,Eau Claire,Eau Claire,University of Wisconsin-Eau Claire,590,yes,263571,,,,
2020-11-05,Wisconsin,Brown,Green Bay,University of Wisconsin-Green Bay,164,yes,263571,,,,
2020-11-05,Wisconsin,La Crosse,La Crosse,University of Wisconsin-La Crosse,430,yes,263571,,,,
2020-11-05,Wisconsin,Dane,Madison,University of Wisconsin-Madison,3626,yes,263571,Completely Open,Fully Remote,43.073926,-89.385244
2020-11-05,Wisconsin,Milwaukee,Milwaukee,University of Wisconsin-Milwaukee,785,yes,263571,,,,
2020-11-05,Wisconsin,Winnebago,Oshkosh,University of Wisconsin-Oshkosh,1033,yes,263571,,,,
2020-11-05,Wisconsin,Kenosha,Somers,University of Wisconsin-Parkside,95,yes,263571,,,,
2020-11-05,Wisconsin,Grant,Platteville,University of Wisconsin-Platteville,320,yes,263571,,,,
2020-11-05,Wisconsin,Pierce,River Falls,University of Wisconsin-River Falls,239,yes,263571,,,,
2020-11-05,Wisconsin,Portage,Stevens Point,University of Wisconsin-Stevens Point,396,yes,263571,,,,
2020-11-05,Wisconsin,Dunn,Menomonie,University of Wisconsin-Stout,137,yes,263571,,,,
2020-11-05,Wisconsin,Douglas,Superior,University of Wisconsin-Superior,11,yes,263571,,,,
2020-11-05,Wisconsin,Walworth,Whitewater,University of Wisconsin-Whitewater,515,yes,263571,,,,
2020-11-05,Wisconsin,La Crosse,La Crosse,Viterbo University,214,yes,263571,,,,
2020-11-05,Wisconsin,Milwaukee,Milwaukee,Wisconsin Lutheran College,34,yes,263571,,,,
2020-11-05,Wyoming,Natrona,Casper,Casper College,185,no,15409,,,,
2020-11-05,Wyoming,Goshen,Torrington,Eastern Wyoming College,6,no,15409,,,,
2020-11-05,Wyoming,Albany,Laramie,University of Wyoming,1012,no,15409,,,,
2020-11-05,Wyoming,Sweetwater,Rock Springs,Western Wyoming Community College,10,no,15409,,,,
